Name,Platform,Year,Genre,Publisher,NA_,EU_,JP_,Other_,Global_,C_Score,U_Score
Marvel:UltimateAlliance2,X360,2009,Role-Playing,Activision,0.048571429,0.010714286,0,0.005714286,0.064285714,73,7.3
MaddenNFL25,XOne,2013,Sports,Electronic Arts,0.067,0.005,0,0.008,0.081,73,5.9
FreedomWars,PSV,2014,Role-Playing,Sony Computer Entertainment,0.016666667,0.011111111,0.035555556,0.008888889,0.072222222,73,8.3
TheLegendofZelda:TriForceHeroes,3DS,2015,Action,Nintendo,0.06625,0.04125,0.02125,0.01,0.14,73,7.6
NFLGameDay2001,PS,2000,Sports,Sony Computer Entertainment,0.024347826,0.016521739,0,0.003043478,0.043478261,73,tbd
SonicAdventure2Battle,GC,2001,Platform,Sega,0.077272727,0.026818182,0.009545455,0.003181818,0.116363636,73,8.3
PokémonColosseum,GC,2003,Role-Playing,Nintendo,0.0605,0.0285,0.035,0.0035,0.127,73,8
XIII,PS2,2003,Shooter,Ubisoft,0.014,0.011,0,0.0035,0.0285,73,8.6
Dante'sInferno,X360,2010,Action,Electronic Arts,0.048461538,0.015384615,0.001538462,0.005384615,0.070769231,73,7.7
SilentHill:ShatteredMemories,PSP,2010,Action,Konami Digital Entertainment,0.006923077,0.01,0.000769231,0.005384615,0.023076923,73,7.5
Frogger'sAdventures:TempleoftheFrog,GBA,2001,Adventure,Konami Digital Entertainment,0.097727273,0.008181818,0,0.003181818,0.108636364,73,tbd
2002FIFAWorldCup,PS2,2002,Sports,Electronic Arts,0.01,0.008095238,0.007619048,0.002857143,0.028095238,73,5.6
SledStorm,PS2,2002,Racing,Electronic Arts,0.01047619,0.008095238,0,0.002857143,0.021428571,73,7.7
NFLBlitz20-03,PS2,2002,Sports,Midway Games,0.01,0.008095238,0,0.002857143,0.020952381,73,8.6
Primal,PS2,2003,Action,Sony Computer Entertainment,0.0105,0.0085,0,0.003,0.0215,73,8.6
DrawntoLife,DS,2007,Action,THQ,0.044375,0.000625,0,0.00375,0.04875,73,8.2
Crash:MindOverMutant,PS2,2008,Platform,Vivendi Games,0.016666667,0.012666667,0,0.004,0.033333333,73,6.5
TomClancy'sHAWX,X360,2009,Action,Ubisoft,0.022142857,0.013571429,0.001428571,0.004285714,0.041428571,73,7.3
MiniNinjas,PS3,2009,Action,Eidos Interactive,0.01,0.010714286,0,0.004285714,0.024285714,73,8.7
TheSims3,DS,2010,Simulation,Electronic Arts,0.029230769,0.016923077,0,0.004615385,0.051538462,73,6.4
FantasyLife,3DS,2012,Role-Playing,Nintendo,0.03,0.033636364,0.033636364,0.005454545,0.102727273,73,8.6
NarutoShippuden:UltimateNinjaStormRevolution,PS3,2014,Fighting,Namco Bandai Games,0.016666667,0.015555556,0.01,0.006666667,0.047777778,73,7.5
NASCAR2001,PS,2000,Racing,Electronic Arts,0.019565217,0.013478261,0,0.002173913,0.035217391,73,6.1
SonicHeroes,XB,2003,Platform,Sega,0.0205,0.0215,0.0005,0.0025,0.045,73,7.6
I-Ninja,PS2,2003,Platform,Sony Computer Entertainment,0.0095,0.0075,0,0.0025,0.02,73,8.3
NBALive08,PS3,2007,Sports,Electronic Arts,0.035,0.00125,0.000625,0.003125,0.039375,73,6.8
Pac-ManWorld2,PS2,2002,Action,Namco Bandai Games,0.06,0.002380952,0,0.01,0.071904762,73,7.8
LegoBatman3:BeyondGotham,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.041111111,0.044444444,0,0.016666667,0.103333333,73,7.1
Frogger,PS,1997,Action,Hasbro Interactive,0.145769231,0.010384615,0,0.004230769,0.16,73,
Minecraft:StoryMode,PS4,2015,Adventure,Mojang,0.03125,0.04125,0,0.01375,0.08625,73,
GetFitwithMelB,PS3,2010,Sports,Black Bean Games,0.011538462,0.012307692,0,0.005384615,0.029230769,73,5.8
JustDance2016,PS4,2015,Misc,Ubisoft,0.02125,0.01625,0,0.0075,0.045,73,6.8
TheSaboteur,X360,2009,Action,Electronic Arts,0.018571429,0.014285714,0,0.003571429,0.036428571,73,8.2
Defender,PS2,2002,Misc,Midway Games,0.00952381,0.007142857,0,0.002380952,0.019047619,73,7.8
SniperElite3,PS3,2014,Shooter,505 Games,0.011111111,0.014444444,0,0.005555556,0.031111111,73,6.4
JustDance2016,WiiU,2015,Misc,Ubisoft,0.03375,0.03125,0,0.00625,0.07125,73,6.9
GuitarHero:SmashHits,PS3,2009,Misc,Activision,0.014285714,0.007857143,0,0.003571429,0.025,73,7.2
MySpanishCoach,DS,2007,Misc,Ubisoft,0.025,0,0,0.001875,0.026875,73,tbd
JonahLomuRugbyChallenge,X360,2011,Sports,Home Entertainment Suppliers,0.0075,0.015833333,0,0.0025,0.025833333,73,6
MotoGP14,PS4,2014,Racing,Milestone S.r.l.,0.004444444,0.012222222,0,0.003333333,0.02,73,6.4
TheUrbz:SimsintheCity,GC,2004,Simulation,Electronic Arts,0.012631579,0.007368421,0,0.001052632,0.021052632,73,8.4
PinballHallofFame:TheGottliebCollection,PSP,2005,Misc,Play It,0.011111111,0.000555556,0,0.001111111,0.012777778,73,8.1
CountryDance,Wii,2011,Misc,Funbox Media,0.048333333,0.003333333,0,0.004166667,0.055,73,tbd
MonsterLab,Wii,2008,Role-Playing,Eidos Interactive,0.018,0.001333333,0,0.001333333,0.020666667,73,8.4
ArcanaHeart3,PS3,2011,Fighting,PQube,0.003333333,0.003333333,0.008333333,0.001666667,0.016666667,73,7.5
ZumbaFitness:WorldParty,XOne,2013,Misc,Majesco Entertainment,0.017,0.005,0,0.002,0.024,73,6.2
Disney'sDonaldDuck:Goin'Quackers,PS2,2000,Platform,Ubisoft,0.00173913,0.001304348,0,0.000434783,0.003478261,73,7.3
Disney'sAtlantis:TheLostEmpire,PS,2001,Platform,Sony Computer Entertainment,0.004545455,0.003181818,0,0.000454545,0.007727273,73,8.5
Scribblenauts:Unlimited,3DS,2012,Action,Warner Bros. Interactive Entertainment,0.050909091,0.000909091,0,0.004545455,0.055454545,73,7.4
YggdraUnion:We'llNeverFightAlone,PSP,2008,Role-Playing,Sting,0.003333333,0,0.002666667,0.000666667,0.006666667,73,7.9
SamuraiWarriors4-II,PS4,2015,Action,Tecmo Koei,0.00375,0.0025,0.0075,0.00125,0.015,73,7.3
ZoneoftheEndersHDCollection,PS3,2012,Simulation,Konami Digital Entertainment,0.019090909,0.006363636,0.008181818,0.004545455,0.038181818,73,8
JustDance2017,PS4,2016,Misc,Ubisoft,0.002857143,0,0,0.001428571,0.004285714,73,tbd
GodofWarCollection,PSV,2014,Action,Sony Computer Entertainment,0.008888889,0.006666667,0.001111111,0.005555556,0.022222222,73,7.4
TopGun:FireatWill!,PS,1996,Misc,Microprose,0.011111111,0.007777778,0,0.001481481,0.02037037,73,
TombRaiderChronicles,PS,1999,Action,Eidos Interactive,0.014166667,0.009583333,0,0.001666667,0.025416667,73,
StarWarsRacerRevenge,PS2,2002,Racing,LucasArts,0.007142857,0.005714286,0,0.001904762,0.014761905,73,8.5
PrideFC:FightingChampionships,PS2,2003,Fighting,THQ,0.0075,0.0055,0,0.002,0.015,73,8.6
CallofDuty:FinestHour,XB,2004,Shooter,Activision,0.041052632,0.021052632,0,0.002105263,0.063684211,73,7.8
NBALive08,X360,2007,Sports,Electronic Arts,0.029375,0,0,0.0025,0.0325,73,5.3
SceneIt?LightsCameraAction,X360,2007,Misc,Microsoft Game Studios,0.026875,0.000625,0,0.0025,0.03,73,8.1
CrashoftheTitans,DS,2007,Action,Vivendi Games,0.02625,0.00125,0,0.0025,0.03,73,5.9
TonyHawk'sProvingGround,PS3,2007,Sports,Activision,0.0225,0.0025,0,0.0025,0.0275,73,6.6
ShaunWhiteSnowboarding,PS2,2008,Sports,Ubisoft,0.01,0.008,0,0.002666667,0.020666667,73,tbd
VirtuaTennis2009,Wii,2009,Sports,Sega,0.008571429,0.015,0,0.002857143,0.026428571,73,7.7
SBKX:SuperbikeWorldChampionship,PS3,2010,Racing,Black Bean Games,0.003846154,0.009230769,0,0.003076923,0.016153846,73,7.5
GrandSlamTennis2,PS3,2012,Sports,Electronic Arts,0.008181818,0.009090909,0,0.003636364,0.020909091,73,5.2
Mario&Luigi:PaperJam,3DS,2015,Role-Playing,Nintendo,0.02,0.03625,0.0325,0.005,0.095,73,
StarWarsBattlefront(2015),PC,2015,Shooter,Electronic Arts,0.01625,0.0475,0,0.005,0.06875,73,
KirbyandtheRainbowCurse,WiiU,2015,Platform,Nintendo,0.0275,0.01625,0.015,0.005,0.065,73,8
Batman:ReturntoArkham,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.01,0.022857143,0,0.005714286,0.037142857,73,8.5
MobileSuitGundam:Federationvs.Zeon,PS2,2001,Simulation,Atari,0.005454545,0.004545455,0.04,0.001363636,0.051818182,73,8.8
SyphonFilter3,PS,2001,Shooter,Sony Computer Entertainment,0.013181818,0.009090909,0,0.001363636,0.023636364,73,8.5
FormulaOne2001,PS2,2001,Racing,Sony Computer Entertainment,0.005909091,0.004545455,0,0.001363636,0.011818182,73,6
DeadtoRights,XB,2002,Shooter,Electronic Arts,0.025238095,0.008095238,0,0.001428571,0.034285714,73,8.9
NFLBlitzPro,PS2,2003,Sports,Midway Games,0.0055,0.0045,0,0.0015,0.0115,73,8.5
TheSpongeBobSquarePantsMovie,GC,2004,Platform,THQ,0.038421053,0.01,0,0.001578947,0.049473684,73,7.8
TestDrive:EveofDestruction,PS2,2004,Racing,Atari,0.005789474,0.004736842,0,0.001578947,0.012105263,73,9.1
NFLStreet2Unleashed,PSP,2005,Sports,Electronic Arts,0.018888889,0,0,0.001666667,0.020555556,73,7.4
Marvel:UltimateAlliance,Wii,2006,Role-Playing,Activision,0.021176471,0,0,0.001764706,0.023529412,73,7.3
MedalofHonorHeroes2,Wii,2007,Shooter,Electronic Arts,0.020625,0.0025,0.000625,0.001875,0.025625,73,7.6
PursuitForce:ExtremeJustice,PSP,2007,Action,Sony Computer Entertainment,0.004375,0.00375,0,0.001875,0.010625,73,7.6
MiniNinjas,X360,2009,Action,Eidos Interactive,0.008571429,0.01,0,0.002142857,0.020714286,73,8.4
Scribblenauts:Unlimited,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.022727273,0.008181818,0,0.002727273,0.033636364,73,7.4
BirdsofSteel,PS3,2012,Simulation,Konami Digital Entertainment,0.009090909,0.007272727,0.001818182,0.002727273,0.020909091,73,8.4
MegaManXCollection,PS2,2006,Misc,Unknown,0.007058824,0.005294118,0,0.001764706,0.014117647,73,8.8
Tribes:AerialAssault,PS2,2002,Shooter,Unknown,0.005238095,0.004285714,0,0.001428571,0.010952381,73,8.8
ShadowHearts,PS2,2001,Role-Playing,Midway Games,0.004090909,0.003181818,0.004545455,0.000909091,0.012727273,73,8.8
Godzilla:DestroyAllMonstersMelee,GC,2002,Fighting,Atari,0.026190476,0.006666667,0,0.000952381,0.033809524,73,7.8
SmashCourtTennisProTournament,PS2,2002,Sports,Sony Computer Entertainment,0.003809524,0.003333333,0,0.000952381,0.008095238,73,7.4
RallyFusion:RaceofChampions,PS2,2002,Racing,Activision,0.002857143,0.002380952,0,0.000952381,0.006190476,73,tbd
DeadorAliveXtremeBeachVolleyball,XB,2003,Sports,Microsoft Game Studios,0.018,0.004,0.007,0.001,0.0295,73,7.8
EyeToy:Groove,PS2,2003,Misc,Sony Computer Entertainment,0.0045,0.0035,0,0.001,0.009,73,8
LethalSkiesII,PS2,2003,Simulation,Sammy Corporation,0.004,0.003,0,0.001,0.008,73,tbd
SamuraiWarriors,PS2,2004,Action,Electronic Arts,0.011578947,0.002631579,0.055789474,0.001052632,0.071052632,73,8.7
ArmoredCore:Nexus,PS2,2004,Simulation,Indie Games,0.003157895,0.002631579,0.007368421,0.001052632,0.013684211,73,8.7
StarWarsEpisodeIII:RevengeoftheSith,DS,2005,Action,Ubisoft,0.013888889,0.001666667,0,0.001111111,0.016666667,73,7.8
FlatOut2,PS2,2006,Racing,Empire Interactive,0.004705882,0.003529412,0,0.001176471,0.009411765,73,7.5
BeautifulKatamari,X360,2007,Puzzle,Namco Bandai Games,0.00875,0.00125,0.009375,0.00125,0.02,73,7
NBALive08,PSP,2007,Sports,Electronic Arts,0.0175,0,0,0.00125,0.019375,73,6.2
Battlestations:Midway,X360,2007,Strategy,Eidos Interactive,0.013125,0.00125,0,0.00125,0.01625,73,7.1
LuminousArc2,DS,2008,Role-Playing,Rising Star Games,0.013333333,0,0,0.001333333,0.014666667,73,7.7
ProEvolutionSoccer20113D,3DS,2011,Sports,Konami Digital Entertainment,0.009166667,0.010833333,0.009166667,0.001666667,0.031666667,73,6.7
Pandora'sTower,Wii,2011,Role-Playing,Nintendo,0.009166667,0.008333333,0.006666667,0.001666667,0.025833333,73,8
ZumbaFitnessRush,X360,2012,Sports,505 Games,0,0.014545455,0,0.001818182,0.016363636,73,6.2
TheSims3:Seasons,PC,2012,Simulation,Electronic Arts,0,0.011818182,0,0.001818182,0.014545455,73,7.5
HatsuneMiku:ProjectDivaf,PS3,2013,Misc,Sega,0.008,0,0.019,0.002,0.028,73,8.4
ProjectSpark,XOne,2014,Misc,Microsoft Game Studios,0.012222222,0.005555556,0,0.002222222,0.018888889,73,7
DragonBall:Xenoverse2,XOne,2016,Action,Namco Bandai Games,0.015714286,0.01,0,0.002857143,0.028571429,73,7.3
LEGOHarryPotterCollection,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.001428571,0.015714286,0,0.002857143,0.021428571,73,8.1
EVE:Valkyrie,PS4,2016,Shooter,CCP,0.004285714,0.007142857,0,0.002857143,0.014285714,73,6.3
GunGriffonBlaze,PS2,2000,Simulation,Swing! Entertainment,0.002173913,0.00173913,0,0.000434783,0.004782609,73,tbd
Driver2Advance,GBA,2002,Action,Atari,0.011904762,0.004285714,0,0.00047619,0.016190476,73,6.6
Gunvalkyrie,XB,2002,Shooter,Infogrames,0.006190476,0.001904762,0,0.00047619,0.008095238,73,7.3
RedCard20-03,PS2,2002,Sports,Midway Games,0.001428571,0.001428571,0,0.00047619,0.003333333,73,9
IndianaJonesandtheEmperor'sTomb,XB,2003,Action,LucasArts,0.007,0.002,0,0.0005,0.009,73,8.6
WildARMs:AlterCodeF,PS2,2003,Role-Playing,Sony Computer Entertainment,0.0025,0.002,0,0.0005,0.0045,73,8.3
ClassicNESSeries:ZeldaII:TheAdventureofLink,GBA,2004,Adventure,Nintendo,0.019473684,0.007368421,0.008947368,0.000526316,0.036842105,73,7.5
DragonBallZ:SupersonicWarriors,GBA,2004,Fighting,Atari,0.018947368,0.006842105,0,0.000526316,0.026842105,73,7
Polarium,DS,2004,Puzzle,Nintendo,0.006842105,0.000526316,0.005789474,0.000526316,0.013684211,73,8.4
MenofValor,XB,2004,Shooter,Vivendi Games,0.01,0.002631579,0,0.000526316,0.013157895,73,8
GuiltyGearIsuka,PS2,2004,Fighting,505 Games,0.002631579,0.002105263,0,0.000526316,0.005263158,73,7.5
KessenIII,PS2,2004,Strategy,Tecmo Koei,0.002105263,0.001578947,0,0.000526316,0.003684211,73,8.1
StarWarsEpisodeIII:RevengeoftheSith,GBA,2005,Action,Ubisoft,0.028888889,0.010555556,0,0.000555556,0.04,73,7.5
TheSims2,GC,2005,Simulation,Electronic Arts,0.014444444,0.003888889,0,0.000555556,0.018333333,73,8.3
TheMatrix:PathofNeo,XB,2005,Action,Atari,0.012777778,0.003888889,0,0.000555556,0.017222222,73,7.3
FIFASoccer,PSP,2005,Sports,Electronic Arts,0.006111111,0,0,0.000555556,0.006666667,73,7.7
ColdWinter,PS2,2005,Shooter,Vivendi Games,0.003333333,0.002222222,0,0.000555556,0.006111111,73,8.2
RealWorldGolf,PS2,2005,Sports,Valcon Games,0.002777778,0.002222222,0,0.000555556,0.006111111,73,6.3
TheKingofFighters02/03,PS2,2005,Fighting,SNK,0.001666667,0.001666667,0,0.000555556,0.003888889,73,8.8
PumpItUp:Exceed,PS2,2005,Misc,Mastiff,0.001666667,0.001111111,0,0.000555556,0.003333333,73,8.4
Bomberman,PSP,2006,Puzzle,Konami Digital Entertainment,0.008235294,0,0,0.000588235,0.008823529,73,7
MetalSlugAnthology,Wii,2006,Shooter,Ignition Entertainment,0.007058824,0.000588235,0,0.000588235,0.008235294,73,8
JustCause,X360,2006,Action,Eidos Interactive,0.005882353,0.001764706,0.000588235,0.000588235,0.008235294,73,7.2
Contact,DS,2006,Role-Playing,Rising Star Games,0.004117647,0,0.001764706,0.000588235,0.005882353,73,8.2
UrbanChaos:RiotResponse,PS2,2006,Shooter,Eidos Interactive,0.001764706,0.001176471,0,0.000588235,0.003529412,73,7.8
GunShowdown,PSP,2006,Action,Activision,0.002941176,0,0,0.000588235,0.003529412,73,7.6
Thrillville:OfftheRails,X360,2007,Strategy,LucasArts,0.008125,0.00125,0,0.000625,0.01,73,2.8
All-ProFootball2K8,PS3,2007,Sports,Take-Two Interactive,0.00875,0,0,0.000625,0.009375,73,7.3
SummonNight:TwinAge,DS,2007,Role-Playing,Banpresto,0.004375,0,0.003125,0.000625,0.008125,73,7.2
GloryDays2,DS,2007,Strategy,Ghostlight,0.005,0,0,0.000625,0.005625,73,7.3
UltimateMortalKombat,DS,2007,Fighting,Midway Games,0.004375,0.000625,0,0.000625,0.005625,73,8.6
PuchiPuchiVirus,DS,2007,Puzzle,Jaleco,0.004375,0,0,0.000625,0.005,73,4.2
DokaponKingdom,Wii,2008,Role-Playing,Sting,0.008,0,0,0.000666667,0.008666667,73,8.3
RaidenFightersAces,X360,2008,Shooter,Valcon Games,0.004,0.001333333,0,0.000666667,0.005333333,73,7.5
SuperRobotTaisenOGSaga:EndlessFrontier,DS,2008,Role-Playing,Namco Bandai Games,0.004666667,0,0,0.000666667,0.005333333,73,9
Hammerin'Hero,PSP,2008,Action,Irem Software Engineering,0.004,0,0,0.000666667,0.004666667,73,7.3
DragonBallZ:AttackoftheSaiyans,DS,2009,Role-Playing,Namco Bandai Games,0.008571429,0.001428571,0.015,0.000714286,0.025714286,73,7.9
DiRT2,DS,2009,Racing,Codemasters,0.004285714,0.002857143,0,0.000714286,0.008571429,73,tbd
RACEOn,PC,2009,Racing,bitComposer Games,0,0.002142857,0,0.000714286,0.002142857,73,8.2
Spider-Man:ShatteredDimensions,DS,2010,Action,Activision,0.013076923,0.000769231,0,0.000769231,0.014615385,73,7
AnarchyReigns,X360,2012,Action,Sega,0.010909091,0.001818182,0.001818182,0.000909091,0.015454545,73,7.9
TheTestamentofSherlockHolmes,PC,2012,Adventure,Focus Home Interactive,0,0.005454545,0,0.000909091,0.006363636,73,8
TheCrew:WildRun,PS4,2015,Action,Ubisoft,0,0.01,0,0.00125,0.0125,73,6.8
CallofDuty:InfiniteWarfare,PC,2016,Shooter,Activision,0.005714286,0.011428571,0,0.001428571,0.02,73,3
AssettoCorsa,PS4,2016,Racing,505 Games,0,0.007142857,0,0.001428571,0.008571429,73,6.2
SuperdimensionNeptunevsSegaHardGirls,PSV,2016,Role-Playing,Idea Factory International,0,0.002857143,0,0.001428571,0.004285714,73,8.4
Saiyuki:JourneyWest,PS,1999,Strategy,Tecmo Koei,0.00125,0.000833333,0,0,0.002083333,73,7.1
LadySia,GBA,2001,Platform,TDK Mediactive,0.003636364,0.001363636,0,0,0.005,73,tbd
WWERoadtoWrestleManiaX8,GBA,2002,Fighting,THQ,0.009047619,0.003333333,0,0,0.012857143,73,7.5
BloodRayne,GC,2002,Shooter,Universal Interactive,0.004285714,0.000952381,0,0,0.005238095,73,8.5
BlenderBros.,GBA,2002,Platform,Unknown,0.000952381,0.00047619,0,0,0.000952381,73,tbd
DisneySportsBasketball,GBA,2002,Sports,Konami Digital Entertainment,0.00047619,0,0,0,0.000952381,73,tbd
JamesBond007:EverythingorNothing,GBA,2003,Shooter,Electronic Arts,0.006,0.002,0,0,0.0085,73,8.3
VoodooVince,XB,2003,Platform,Microsoft Game Studios,0.0045,0.0015,0,0,0.006,73,8.4
BuffytheVampireSlayer:ChaosBleeds,XB,2003,Action,Vivendi Games,0.0045,0.0015,0,0,0.006,73,8.4
XIII,GC,2003,Shooter,Ubisoft,0.0035,0.001,0,0,0.0045,73,7.7
BattleEngineAquila,PS2,2003,Shooter,Atari,0.001,0.0005,0,0,0.0015,73,9
DromeRacers,GBA,2003,Racing,THQ,0.001,0.0005,0,0,0.0015,73,tbd
Tak2:TheStaffofDreams,XB,2004,Platform,THQ,0.005263158,0.001578947,0,0,0.006842105,73,tbd
Pitfall:TheLostExpedition,GC,2004,Platform,Activision,0.003157895,0.001052632,0,0,0.004210526,73,8.6
Pitfall:TheLostExpedition,XB,2004,Platform,Activision,0.002631579,0.000526316,0,0,0.003684211,73,7.8
Spartan:TotalWarrior,XB,2005,Action,Sega,0.005555556,0.001666667,0,0,0.007222222,73,8.8
Spartan:TotalWarrior,GC,2005,Action,Sega,0.002777778,0.000555556,0,0,0.003888889,73,8.3
TytheTasmanianTiger3:NightoftheQuinkan,GBA,2005,Action,Zoo Digital Publishing,0.002222222,0.000555556,0,0,0.002777778,73,tbd
ScrapLand,XB,2005,Action,Deep Silver,0.001111111,0,0,0,0.001111111,73,7.4
GodHand,PS2,2006,Action,Capcom,0,0,0.004117647,0,0.004117647,73,7.7
FlatOut2,XB,2006,Racing,Empire Interactive,0.001764706,0.000588235,0,0,0.002352941,73,7.3
Dreamfall:TheLongestJourney,XB,2006,Adventure,Empire Interactive,0.001764706,0.000588235,0,0,0.002352941,73,8.8
Scarface:TheWorldisYours,PC,2006,Action,Vivendi Games,0.000588235,0.001176471,0,0,0.002352941,73,7.5
Warhammer:MarkofChaos,PC,2006,Strategy,Deep Silver,0,0.001176471,0,0,0.001764706,73,7.4
Prism:LighttheWay,DS,2007,Puzzle,Eidos Interactive,0.003125,0,0,0,0.003125,73,tbd
SNKArcadeClassicsVol.1,Wii,2008,Misc,Ignition Entertainment,0.004,0,0,0,0.004666667,73,8
KungFuPanda:LegendaryWarriors,DS,2008,Action,Activision,0.001333333,0,0,0,0.002,73,tbd
X3:TerranConflict,PC,2008,Simulation,Deep Silver,0,0.001333333,0,0,0.002,73,7.9
MotoRacerDS,DS,2008,Racing,Nobilis,0,0.001333333,0,0,0.001333333,73,tbd
Frontlines:FuelofWar,PC,2008,Shooter,THQ,0,0.001333333,0,0,0.001333333,73,6.9
Ceville,PC,2009,Action,Kalypso Media,0,0.001428571,0,0,0.001428571,73,8.2
BloodBowl:LegendaryEdition,PC,2010,Sports,Focus Home Interactive,0,0.000769231,0,0,0.001538462,73,6.4
Blazblue:ContinuumShiftExtend,PS3,2011,Fighting,PQube,0,0,0.0075,0,0.0075,73,7.5
WaltDisneyWorldQuest:MagicalRacingTour,PS,2000,Racing,Eidos Interactive,0.010869565,0.007391304,0,0.001304348,0.019565217,73,
DisneyPrincess:EnchantedJourney,PS2,2007,Adventure,Disney Interactive Studios,0.006875,0.005625,0,0.001875,0.014375,73,tbd
UnderNightIn-Birth,PS3,2014,Fighting,Nippon Ichi Software,0.006666667,0.001111111,0.004444444,0.002222222,0.014444444,73,
Mini-YonkuGB:Let's&Go!!,GB,1997,Strategy,ASCII Entertainment,0,0,0.014230769,0,0.014230769,73,
NaganoWinterOlympics98,N64,1997,Sports,Konami Digital Entertainment,0.005769231,0.001538462,0.005,0,0.012307692,73,
RisingZan:TheSamuraiGunman,PS,1998,Action,Agetec,0.0004,0.0004,0,0,0.0008,73,
ChoroQ642:HachaMechaGrandPrixRace,N64,1999,Racing,Takara,0,0,0.002083333,0,0.002083333,73,
RallyChallenge2000,N64,1999,Racing,Imagineer,0.00125,0.000416667,0,0,0.001666667,73,
SamuraiShodown:WarriosRage,PS,1999,Fighting,SNK,0.000416667,0,0,0,0.000416667,73,
MonsterRancherBattleCard:EpisodeII,PS,2000,Action,Tecmo Koei,0.00173913,0.001304348,0,0,0.003043478,73,
BlackJackvs.Matsudajun,PS,2000,Misc,Pony Canyon,0.001304348,0.000869565,0,0,0.002173913,73,
LEGOPiratesoftheCaribbean:TheVideoGame,PC,2011,Action,Disney Interactive Studios,0.0025,0,0,0,0.0025,73,6.6
Infamous:FirstLight,PS4,2014,Action,Sony Computer Entertainment,0,0.003333333,0,0,0.003333333,73,7.5
LordsoftheFallen,PC,2014,Role-Playing,Square Enix,0,0.003333333,0,0,0.003333333,73,6.9
LaraCroftandtheTempleofOsiris,PC,2014,Action,Square Enix,0,0.002222222,0,0,0.002222222,73,5.4
DonBradmanCricket14,PS3,2014,Sports,Tru Blu Entertainment,0,0.001111111,0,0,0.001111111,73,6.9
SongoftheDeep,PC,2016,Action,Insomniac Games,0.004285714,0,0,0,0.004285714,73,6.3
MarioPartyDS,DS,2007,Misc,Nintendo,0.275,0.115625,0.12375,0.0425,0.556875,72,7.8
Buzz!TheMegaQuiz,PS2,2007,Misc,Sony Computer Entertainment,0.02,0.00375,0,0.03125,0.055,72,
TheGetaway,PS2,2002,Action,Sony Computer Entertainment,0.058571429,0.084285714,0.002380952,0.023333333,0.168571429,72,6.8
JamesBond007:AgentUnderFire,PS2,2001,Shooter,Electronic Arts,0.086363636,0.051363636,0.004545455,0.018636364,0.160454545,72,7.9
Assassin'sCreed:Unity,XOne,2014,Action,Ubisoft,0.252222222,0.1,0,0.036666667,0.388888889,72,4.1
LEGOBatman:TheVideogame,DS,2008,Action,Warner Bros. Interactive Entertainment,0.116666667,0.067333333,0,0.019333333,0.203333333,72,8
SOCOM:U.S.NavySEALs:CombinedAssault,PS2,2006,Shooter,Sony Computer Entertainment,0.102352941,0.001176471,0,0.016470588,0.12,72,9
MotorStorm:ArcticEdge,PS2,2009,Racing,Sony Computer Entertainment,0.005,0.002142857,0,0.017857143,0.024285714,72,8.3
LEGOHarryPotter:Years1-4,DS,2010,Action,Warner Bros. Interactive Entertainment,0.082307692,0.076153846,0,0.016923077,0.175384615,72,7.2
NeedforSpeed:ProStreet,X360,2007,Racing,Electronic Arts,0.065,0.049375,0.000625,0.013125,0.128125,72,7.1
MotoGP08,PS2,2008,Racing,Capcom,0.000666667,0,0,0.014,0.014666667,72,tbd
Assassin'sCreed:Rogue,PS3,2014,Action,Ubisoft,0.051111111,0.062222222,0.006666667,0.022222222,0.143333333,72,7.5
Buzz!TheSchoolsQuiz,PS2,2008,Misc,Sony Computer Entertainment,0,0.001333333,0,0.012666667,0.013333333,72,
ProEvolutionSoccer2010,PSP,2009,Sports,Konami Digital Entertainment,0.006428571,0.023571429,0.014285714,0.012857143,0.057142857,72,4.6
NeedforSpeed:MostWanted5-1-0,PSP,2005,Racing,Electronic Arts,0.098333333,0.006666667,0.001111111,0.009444444,0.115,72,7.8
WWE'12,PS3,2011,Fighting,THQ,0.044166667,0.0375,0.001666667,0.014166667,0.0975,72,6.9
007:TomorrowNeverDies,PS,1999,Shooter,Electronic Arts,0.071666667,0.055416667,0,0.006666667,0.13375,72,
MortalKombatvs.DCUniverse,X360,2008,Fighting,Midway Games,0.102,0.015333333,0,0.010666667,0.128666667,72,7.5
ArmyofTwo,X360,2008,Shooter,Electronic Arts,0.072666667,0.024666667,0.001333333,0.010666667,0.109333333,72,7.6
GuitarHero:OnTourDecades,DS,2008,Misc,Activision,0.056,0.038,0,0.010666667,0.104666667,72,8
Mercenaries2:WorldinFlames,PS3,2008,Shooter,Electronic Arts,0.019333333,0.026,0.001333333,0.010666667,0.058,72,7.1
ToyStory3:TheVideoGame,PS3,2010,Action,Disney Interactive Studios,0.039230769,0.030769231,0,0.012307692,0.083076923,72,
WWESmackDownvs.Raw2009,PSP,2008,Fighting,THQ,0.027333333,0.013333333,0,0.009333333,0.05,72,6
LEGOIndianaJones2:TheAdventureContinues,Wii,2009,Action,Activision,0.064285714,0.027142857,0,0.008571429,0.1,72,6.1
